LFPR,unemployment_rate,salary_expectation
43.71,16.16,26031
36.14,12.06,11837
54.93,18.39,10454
32.52,23.81,44613
56.17,18.65,42392
57.04,15.63,5589
55.39,24.39,11509
55.29,35.4,14968
36.27,24.47,38783
53.95,33.38,27553
50.11,14.9,22369
57.69,25.71,27673
41.96,31.38,10368
50.53,13.31,48894
53.37,24.34,29042
57.45,16.15,23323
44.52,13.64,45863
64.98,14.73,42952
41.32,23.28,49172
46.34,15.67,34134
43.86,17.91,8907
49.22,25.09,18699
44.58,22.11,30883
30.87,17.7,33807
53.07,13.32,19536
33.51,20.79,40186
49.39,30.01,44887
47.94,31.93,43084
61.43,12.88,21806
36.39,24.55,15589
44.21,24.11,6657
61.04,32.21,23437
35.54,23.47,24601
46.23,22.61,14417
49.19,21.77,7671
46.85,23.31,9906
57.35,37.98,18699
28.33,24.76,37247
46.16,15.52,45469
40.58,19.38,32386
51.41,29.06,18704
58.64,32.3,19586
56.16,30.14,6814
59.51,26.79,40739
31.92,11.59,28799
48.94,18.99,30592
48.71,32.05,11782
39.01,14.73,11548
60.45,15.69,32526
58.05,33.25,30553
39.52,12.99,43218
63.74,11.68,13378
39.5,33.95,18675
48.93,20.8,37443
33.93,22.38,10877
49.28,25.53,37766
60.54,15.68,36422
29.52,22.69,23443
50.31,16.75,33202
38.78,18.82,30095
59.91,23.31,42583
40.39,14.12,6094
29.54,36.71,39172
49.84,25.14,17205
48.58,26.65,17748
54.8,25.66,29860
26.48,29.63,9933
35.77,26.91,44876
62.82,20.53,21428
45.4,18.16,23293
39.79,14.84,40349
35.66,14.47,36730
44.34,16.81,36301
32.23,31.56,22695
56.73,24.72,23257
38.05,27.26,38045
58.14,11.25,49331
63.98,29.79,31206
36.03,32.66,27337
56.56,23.63,29535
44.93,11.87,21527
50.89,16.76,36831
46.7,25.07,38654
47.71,25.43,40422
42.13,27.31,22755
61.43,28.11,28238
29.59,22.78,37535
40.63,21.56,46777
52.22,19.04,44404
41.71,35.37,38783
44.41,18.89,46513
38.37,17.52,25947
43.04,15.48,34978
52.36,23.31,10543
25.79,34.5,30097
38.84,28.63,26057
44.79,18.36,20995
51.0,24.88,10197
49.94,27.58,46486
48.92,30.37,21663
32.88,33.88,24053
32.23,29.39,10247
63.89,16.4,34845
46.8,19.88,19541
61.54,29.53,7776
40.43,36.75,19629
40.87,28.01,13044
47.86,26.24,10581
45.27,20.58,25173
47.95,31.19,23748
42.28,17.35,43687
41.55,19.83,41634
50.06,7.62,27394
38.41,29.27,18666
42.7,36.35,42997
57.53,20.05,27778
46.71,14.4,21709
41.99,34.11,26316
39.66,20.39,20960
42.14,17.13,12754
46.89,12.18,17853
54.21,29.84,44522
54.74,11.02,39754
47.17,27.88,43736
42.67,24.03,12493
48.94,15.32,32332
39.35,26.57,12371
46.12,17.84,21626
37.0,31.94,45037
58.21,17.24,22883
45.29,19.66,47932
38.78,19.73,49231
60.9,14.41,28154
44.24,27.11,18331
51.56,18.72,24183
38.33,19.39,33621
33.44,23.19,20882
52.68,37.0,38709
39.96,16.82,29489
54.81,26.79,38030
51.23,29.27,49348
50.25,20.6,26924
38.63,20.32,38367
61.0,20.97,33931
33.88,33.74,19342
66.04,16.49,45150
61.7,25.64,24953
43.34,15.86,47037
46.0,24.15,12008
57.74,30.5,38040
25.19,17.04,23157
41.45,16.69,19327
67.57,27.63,19693
45.26,21.17,46203
49.91,14.76,16350
36.06,26.16,36728
36.54,13.83,22848
34.04,38.9,40328
26.88,21.61,38979
28.26,31.01,13921
34.45,21.54,15310
49.31,24.99,33412
45.63,29.51,13947
59.24,25.25,5507
48.36,20.42,16618
45.87,32.56,18840
47.71,34.7,10037
46.85,33.01,12837
31.45,21.98,11411
40.31,25.98,39246
42.35,30.14,48390
29.21,31.12,29594
47.49,15.37,15846
32.26,26.06,22653
34.58,19.56,47742
48.55,19.72,27195
38.72,18.05,21555
65.07,16.26,31347
54.56,13.82,30785
62.61,14.79,9675
27.98,18.85,32843
54.64,16.28,24627
66.06,9.88,31025
50.42,13.93,27366
38.23,20.69,14627
52.35,13.53,46913
43.55,18.92,11559
36.5,25.0,16706
28.8,30.13,17070
22.37,41.87,10506
33.53,13.11,40163
49.55,28.11,41133
37.35,29.1,16410
43.82,27.31,42038
37.17,27.15,34122
54.98,18.25,11477
56.79,36.53,22400
41.91,11.7,14837
35.63,18.7,41824
52.42,26.29,7936
23.77,27.49,33805
42.28,13.64,32281
52.17,30.26,43328
54.98,22.68,35951
57.59,15.16,12235
53.86,21.22,49463
35.44,29.01,32052
37.37,17.35,24281
58.33,30.57,39806
61.45,19.35,44884
46.42,27.49,39552
31.75,27.98,44449
54.23,26.85,19892
40.29,20.0,48894
50.37,12.26,45437
30.18,21.06,47939
55.35,19.96,7962
27.44,20.48,19745
64.7,21.08,37894
50.08,28.56,22750
49.06,9.57,19997
33.88,34.8,7887
32.76,17.34,41854
25.83,17.54,15304
32.63,22.77,22010
44.55,24.6,38949
56.16,23.14,8729
52.15,23.64,26398
47.45,15.53,40755
38.76,15.36,22065
46.19,16.38,23771
44.34,23.92,21184
55.89,32.45,45025
51.22,18.8,17021
34.57,32.08,49432
41.57,13.14,13488
36.89,30.14,44932
37.23,31.28,6378
29.83,30.25,10650
44.22,22.71,27499
46.27,30.24,9603
47.48,19.46,5220
62.3,14.04,9818
45.67,11.93,42344
40.06,23.68,29299
35.08,22.99,46004
45.64,35.55,10753
61.18,30.12,48000
38.42,30.38,26435
63.9,15.82,48628
55.96,16.96,32856
44.94,29.79,14873
58.58,25.0,41444
58.39,15.05,12533
33.71,23.01,43498
38.7,22.21,29648
54.8,14.27,32777
56.61,21.95,18798
40.51,20.4,49237
36.54,16.73,5798
60.97,25.43,7795
56.96,18.85,33022
47.13,18.97,48705
41.4,14.25,29900
38.97,16.1,31426
55.65,17.02,25863
59.28,15.55,40139
60.96,26.74,19605
33.48,33.1,40685
55.64,20.62,22551
52.59,18.11,25711
54.38,14.28,46932
64.14,24.01,20881
48.71,16.87,11358
63.6,26.85,24581
57.37,11.01,49414
41.6,10.83,33129
34.53,14.97,26045
47.87,22.74,45157
46.1,31.89,31220
59.15,19.59,21574
56.75,26.46,25213
47.21,21.69,5463
37.05,23.3,9938
48.3,30.1,13881
41.24,25.92,33386
51.79,24.31,47543
41.16,23.07,13307
52.06,23.68,39159
64.38,24.04,49659
31.38,20.81,14265
40.13,13.84,20386
48.37,13.6,48254
50.26,37.17,43248
41.97,21.33,26991
32.32,25.95,34424
34.65,16.39,46505
42.32,27.13,28649
27.02,20.37,39758
47.23,20.03,26029
33.89,35.1,19645
58.08,16.76,16357
50.45,16.21,20804
52.61,24.76,24065
52.21,31.17,14130
60.56,21.69,11054
41.63,33.43,15832
49.62,22.99,6551
43.29,29.04,32812
28.59,28.26,29426
65.45,11.3,36551
60.59,16.66,48258
34.03,10.88,31950
31.57,20.76,16523
29.27,19.48,28834
59.56,28.86,38896
50.48,19.05,45635
56.07,27.79,11256
35.33,24.09,21678
55.2,22.4,16445
28.3,30.33,7809
62.24,29.9,5145
67.61,23.08,34991
58.6,18.82,33464
53.73,24.58,7410
47.76,28.51,39635
66.62,20.57,37439
62.83,19.95,17197
57.76,22.06,5240
33.55,15.23,42845
38.67,23.77,46910
45.16,11.76,17746
65.16,13.51,33060
57.2,22.53,7159
43.27,28.38,46081
42.93,16.91,22517
59.47,24.66,33610
30.12,22.22,29354
54.83,16.64,34491
60.14,17.82,47511
27.06,12.42,5060
31.47,19.04,49643
60.04,22.82,35890
53.11,14.11,44725
50.58,36.49,26709
48.74,10.57,46993
33.83,20.32,19820
50.34,24.96,13320
42.67,33.04,15740
44.62,20.63,16360
29.19,25.12,10529
67.09,19.64,44886
42.99,21.35,30142
42.24,19.11,19201
31.26,16.73,13997
42.28,25.63,40228
36.38,18.87,28110
46.25,18.56,31502
56.61,22.72,25028
32.68,38.07,40398
56.74,17.15,35435
50.78,23.86,25462
41.0,32.63,19271
53.78,29.28,17861
62.72,20.38,10840
42.18,27.74,26118
35.3,24.23,12366
50.37,13.37,5992
57.61,31.24,32160
39.6,27.21,21727
42.41,13.18,20479
47.47,22.92,43239
52.52,27.5,14533
35.34,19.92,28345
56.97,20.14,24385
64.53,29.64,37919
34.43,19.31,40089
45.98,19.14,6552
33.16,25.14,37924
54.14,15.76,13055
49.37,19.73,37363
60.32,12.93,19259
36.62,28.61,47137
45.35,21.59,23100
27.71,16.8,16049
44.93,17.38,32454
59.75,17.97,28600
55.82,27.21,25085
46.7,20.0,23733
44.34,12.87,14344
33.54,23.11,28817
45.5,23.68,9582
32.71,21.77,43799
28.57,23.2,24097
44.12,23.49,45096
38.48,21.77,10555
47.94,21.33,49953
36.25,24.83,30739
50.86,23.1,27432
45.4,24.97,31905
43.33,17.7,37559
44.52,29.92,36315
53.71,26.92,44469
51.09,27.04,37355
40.55,24.32,49370
34.05,36.5,49387
35.58,14.33,38291
41.77,25.72,45935
52.2,22.17,45495
47.54,25.29,27884
51.3,21.77,49100
42.96,18.44,5534
51.67,27.44,41110
53.54,27.14,6172
63.1,12.55,25901
51.06,16.82,49557
45.95,17.76,48785
39.77,19.1,8240
62.65,17.54,6936
43.97,16.27,44691
23.72,17.59,35825
55.48,17.13,37786
55.68,29.6,26584
41.85,17.33,32518
45.46,17.17,34697
53.58,9.88,6545
46.39,27.71,14327
45.13,26.85,28508
52.15,21.45,23667
65.68,17.1,33806
46.64,13.61,26797
42.09,24.94,20734
33.23,19.91,45325
36.55,25.29,20047
32.12,32.72,21453
46.5,25.27,29503
60.5,22.19,5755
37.85,27.02,22400
55.06,21.27,49825
44.07,30.9,46302
35.54,21.67,7623
45.53,32.34,36406
50.65,18.14,28777
48.39,18.0,42265
37.97,26.65,11727
40.98,13.45,46395
57.8,33.37,20577
53.03,22.56,21195
53.45,20.03,44121
60.73,11.7,27223
47.54,23.32,26271
43.16,13.1,35831
56.31,18.6,26917
34.61,28.63,7663
44.78,17.13,14465
60.3,22.72,28121
43.31,15.45,16221
42.38,30.13,46213
44.99,15.36,48790
48.98,14.66,7892
40.15,29.68,36085
59.26,26.02,42927
44.07,30.73,16618
44.69,16.17,32200
44.27,29.85,45555
47.79,28.11,28023
45.58,26.23,22392
55.07,16.42,9711
48.96,15.28,18161
56.5,31.88,6007
33.12,25.99,45456
43.64,20.72,32959
25.62,21.16,32105
38.9,19.33,47025
44.86,28.83,38972
50.96,35.47,30343
67.93,24.94,44288
49.97,27.47,42045
40.48,20.87,10515
50.15,18.73,8681
52.06,17.25,32586
54.23,29.97,10629
38.56,23.79,17278
46.68,25.29,42292
45.28,10.87,32675
33.04,23.51,23799
66.62,10.22,9951
42.55,25.92,10565
47.94,20.42,38941
49.56,19.59,23646
38.22,22.2,42335
37.24,34.58,49398
57.37,32.28,30650
46.01,26.32,44385
49.46,23.09,10580
46.25,14.74,20339
42.26,18.21,5706
53.89,23.97,43523
34.06,29.49,22718
42.75,16.37,49115
23.64,24.84,44828
63.74,15.46,13605
56.45,18.33,32043
52.15,17.97,20366
32.29,19.58,19017
58.73,20.34,18833
49.29,23.88,39235
41.74,28.39,22264
36.45,37.74,29660
33.41,13.77,40897
36.03,27.14,40294
35.71,33.35,15386
55.51,21.73,19157
51.76,18.47,41643
36.31,24.95,16529
61.56,20.79,48226
40.45,30.04,9175
35.58,18.02,38461
58.71,16.12,49548
40.48,30.49,10724
62.71,20.82,13032
32.64,13.41,17926
42.73,23.3,19390
53.39,23.84,43258
35.76,20.18,43384
38.43,18.09,16182
54.02,34.12,36331
58.02,12.41,13949
54.15,15.37,10670
67.32,26.65,12837
46.95,31.33,24159
35.11,15.85,26560
58.04,18.7,13720
28.41,24.62,26120
48.41,27.69,32912
61.82,14.83,41160
43.63,27.02,19444
28.27,13.57,7939
53.39,29.06,47863
63.9,13.14,5678
54.18,18.94,34777
59.54,25.47,21198
33.66,26.07,20867
48.01,17.48,36213
35.73,19.2,18490
57.0,17.52,19744
48.67,25.42,23625
46.2,24.9,38171
28.91,27.54,41931
54.42,11.45,10470
42.73,13.49,44044
51.38,16.17,27990
39.3,21.19,19457
32.08,21.11,11130
40.22,24.7,9598
46.76,25.5,33716
44.19,29.0,13061
46.44,25.21,16620
45.81,24.2,28042
54.34,23.41,16267
40.69,12.95,11743
50.33,29.51,31569
38.22,22.64,48730
51.33,26.55,38455
41.51,18.04,47462
40.74,28.05,30389
53.35,10.73,43672
47.07,23.89,40585
32.29,13.68,17467
57.99,30.76,7581
47.12,11.95,13418
51.74,18.28,8407
39.08,25.0,10666
39.38,32.87,40654
33.22,22.37,31505
33.53,17.65,45522
35.48,21.56,42953
45.39,16.1,44307
26.0,22.31,48333
61.28,24.79,24073
48.99,27.64,23259
57.03,19.61,33324
54.94,30.35,43176
39.03,17.44,10285
40.56,11.02,19116
48.36,18.52,42545
40.96,16.91,29662
35.2,23.26,24830
51.07,32.08,24091
41.37,19.67,38690
44.6,31.4,38332
62.63,13.39,41404
53.05,22.03,44065
49.97,25.53,33853
41.17,21.54,23610
55.67,28.25,17316
65.92,17.17,11240
32.43,21.07,41929
23.96,28.22,9042
47.43,23.5,32938
57.51,19.72,40712
29.2,18.75,22458
40.91,39.69,34163
47.75,16.41,6211
45.53,21.69,19345
49.94,24.61,24950
61.18,26.94,38737
60.49,24.08,49377
59.46,21.06,7283
52.01,31.67,28183
33.19,16.06,30523
48.08,21.99,48162
46.64,18.74,33477
58.31,22.35,7823
45.38,14.45,20167
56.93,11.61,28380
50.8,16.38,7311
32.27,33.57,43553
60.59,21.36,25981
43.53,10.01,8815
35.75,14.0,42477
56.58,21.19,15464
48.24,10.81,8320
28.8,20.9,43826
57.15,19.32,5726
48.68,29.34,6081
41.9,26.64,15776
40.32,18.26,16689
37.52,30.72,18436
40.55,20.65,30401
43.1,24.57,8670
52.92,34.15,26015
40.58,22.05,28104
38.99,21.9,18036
49.39,22.32,12938
39.06,18.31,10611
29.44,27.11,40660
44.77,18.08,44451
44.67,32.25,33647
44.99,22.79,34583
55.22,24.08,41833
31.28,24.93,22706
59.84,18.08,23825
35.77,17.68,39864
54.87,29.5,27372
38.37,25.35,30251
43.71,12.09,24643
40.79,29.82,39808
39.24,21.13,6849
34.7,27.04,25183
41.3,16.07,43259
24.6,29.32,15931
56.64,24.43,42777
58.48,16.95,6582
35.98,20.83,26301
47.32,15.48,42960
44.74,14.52,27259
52.57,21.97,25409
52.6,21.57,40310
38.71,17.33,45164
46.51,26.15,25619
40.35,19.98,33036
50.86,21.88,22513
66.59,27.38,25104
56.72,13.84,9067
55.37,25.75,45049
59.63,30.52,11533
36.38,30.9,28723
48.94,14.15,5074
55.88,17.86,39917
32.51,24.44,19033
52.37,12.69,42383
43.09,33.5,27763
50.03,24.99,26058
25.0,20.64,23635
35.82,32.7,11041
49.98,21.24,26059
51.59,18.63,15550
33.63,26.4,35337
59.86,19.42,42841
47.18,12.03,46017
51.51,15.32,47968
60.59,11.75,19621
48.04,23.61,42260
33.03,13.78,11269
49.71,20.21,48723
40.33,32.82,15762
36.33,14.67,38383
38.86,35.66,45634
43.18,10.97,13733
43.18,21.69,26304
48.3,21.88,49927
42.32,22.49,45927
47.54,15.66,11825
50.52,39.55,29251
53.97,22.09,13558
57.47,22.45,33185
41.21,20.02,15100
62.9,17.87,43169
38.88,34.01,43506
35.44,25.23,6770
65.35,15.42,49748
61.87,34.26,25121
30.73,16.87,11789
62.02,13.66,22061
30.45,27.59,24641
59.45,19.93,19485
60.05,12.85,8981
48.29,16.99,10782
49.9,18.66,27760
43.45,18.71,31120
65.8,17.35,18362
59.98,15.68,9898
61.54,21.29,48845
42.76,30.07,40312
31.19,15.89,43347
57.44,27.39,11794
61.19,16.64,8675
50.43,33.31,43411
39.45,14.54,36663
34.62,12.85,38123
39.25,13.8,7024
22.59,24.03,18503
40.07,12.89,34505
58.41,18.13,6906
51.5,22.59,17031
56.49,30.89,39228
49.06,16.01,12766
26.02,35.92,34504
44.19,21.15,8071
33.11,19.74,49460
38.24,21.42,18186
56.77,29.2,27219
67.05,20.44,48076
30.67,27.04,25746
43.31,25.55,41766
45.27,25.42,41445
38.09,18.46,29074
26.29,23.9,34825
38.25,20.24,40507
54.26,18.89,34715
48.53,16.42,8457
54.97,22.0,14241
57.45,13.62,38586
57.8,22.9,36634
66.87,21.83,44243
50.88,25.72,7017
46.11,24.27,21251
57.37,27.4,39206
53.99,26.34,40031
48.41,33.33,44795
63.68,33.21,46901
59.53,26.49,5727
31.06,12.8,27998
41.03,20.39,19842
30.9,22.58,45260
35.07,17.19,33840
33.55,20.42,34187
49.81,30.24,25539
25.51,21.18,27044
60.77,27.43,36501
33.75,24.46,32626
56.51,22.3,9700
52.79,16.16,44500
52.16,16.34,19781
40.11,35.56,14120
60.04,17.58,15165
51.82,23.99,13804
53.83,17.84,34592
50.48,21.47,5858
55.35,19.2,30020
39.05,18.22,47255
58.32,28.23,15255
41.42,28.9,16953
31.86,21.48,28535
45.73,16.28,37408
44.18,29.38,33251
36.68,15.65,17390
32.16,21.47,9864
56.55,20.87,36225
48.23,36.76,28341
43.67,25.44,24049
36.03,26.53,19567
25.71,15.07,43590
67.29,21.34,39840
35.82,33.79,32684
53.07,29.92,27754
31.41,22.24,47942
57.11,27.29,49527
35.45,19.04,33174
36.54,25.37,47596
27.85,20.57,8435
32.54,18.55,33942
35.36,37.79,37826
56.05,23.94,26322
54.21,28.77,47122
45.49,17.95,20357
56.75,9.75,24938
43.25,21.1,32499
39.89,12.73,46034
28.97,18.11,29596
59.7,31.83,22558
49.17,37.2,47243
28.14,18.84,26922
23.68,26.59,28495
53.09,29.93,31849
58.57,17.3,7765
37.93,17.51,5769
59.69,24.47,7972
61.1,14.37,44339
35.23,20.52,47399
32.07,29.64,16095
58.92,23.94,31469
29.3,25.3,5555
24.81,30.95,6386
44.08,19.4,12637
29.88,23.15,31739
29.54,15.97,46577
54.66,20.63,44220
61.19,15.62,43192
46.04,28.76,36047
26.54,27.25,34409
48.85,12.1,7983
41.17,10.01,14677
43.29,19.69,9581
55.34,23.66,34506
43.03,12.28,17537
47.52,23.84,5834
49.72,13.0,39492
43.88,17.67,7568
50.71,22.64,42679
64.76,18.24,46294
48.12,14.26,26577
50.59,30.19,37980
52.19,10.62,42792
53.59,26.86,43756
51.24,32.05,43346
58.99,20.23,38146
48.5,22.76,49398
55.73,16.17,17470
55.25,19.54,21117
43.85,25.05,45039
56.12,14.19,24935
34.23,24.58,6823
58.03,33.94,16133
41.09,19.29,6777
66.55,29.15,19772
59.06,20.02,37737
41.35,15.58,49682
38.97,16.87,34092
49.29,13.83,6831
53.46,26.46,8232
53.73,12.66,15972
43.71,14.57,38172
31.44,23.71,26700
43.29,27.17,21448
24.3,18.33,36021
37.46,33.84,40851
64.14,20.69,35936
37.26,26.63,31841
30.83,21.56,22207
41.82,15.15,46757
41.94,21.09,48810
46.74,22.69,37563
24.19,17.59,5021
46.05,34.36,37959
28.22,20.54,13587
41.43,24.42,30032
41.75,16.98,46964
53.45,13.97,11273
46.09,27.68,30692
46.96,17.58,22127
43.11,27.73,16539
43.78,27.41,12903
65.37,22.48,22740
66.43,17.22,11009
64.7,27.28,47372
47.37,18.07,25454
53.99,28.17,43367
36.39,26.25,13789
24.64,20.77,22459
61.72,29.66,32885
46.95,34.14,11895
35.21,26.63,48642
61.89,13.78,43931
47.68,25.21,13071
47.44,16.6,20540
44.25,31.08,24899
57.7,11.31,27606
39.57,23.33,32750
60.86,26.32,21607
26.12,27.11,31853
45.6,23.34,46169
52.79,21.61,27942
60.24,20.97,46803
47.98,29.38,8385
41.78,27.63,38743
35.57,22.06,7835
38.97,23.01,9134
40.64,19.79,39731
63.23,23.93,38734
33.87,22.06,15940
50.17,28.96,29485
66.45,27.41,20187
59.07,25.7,48052
56.02,26.47,44139
59.79,29.14,10791
57.07,21.97,22070
65.74,31.12,46831
39.77,20.85,48601
32.79,21.16,24775
43.51,33.29,47278
42.91,13.98,37624
34.32,20.84,16392
49.66,28.63,32412
32.78,26.35,40454
43.73,19.13,32228
40.54,19.45,42310
46.6,14.97,8291
61.49,32.33,30995
38.91,18.28,49874
53.36,10.84,27401
28.28,25.1,24768
44.35,14.11,30596
37.61,14.88,45524
50.06,26.5,10062
38.96,33.9,12244
41.47,10.2,49997
32.27,22.07,18894
53.44,23.55,39489
51.12,19.0,41664
48.77,28.26,32250
45.22,13.98,21475
52.51,13.37,13128
38.25,28.23,23897
55.81,20.26,28704
44.1,16.29,23261
42.91,15.17,18796
48.23,20.01,5665
24.36,28.75,13419
51.1,30.03,38837
30.12,18.92,39523
59.77,27.45,36106
58.07,15.26,48565
48.19,19.43,48148
47.05,25.54,9846
56.49,21.88,31205
32.87,27.57,21043
49.62,21.58,5400
60.33,15.8,42066
43.6,16.98,26217
31.25,15.45,21406
24.6,19.12,31872
43.99,12.58,45060
44.68,30.99,49999
44.19,18.85,18026
38.22,32.67,10435
54.3,26.59,10574
44.36,28.86,6587
60.44,29.51,10783
51.69,27.17,43174
45.49,15.41,41069
28.8,28.34,34482
40.03,19.94,18932
64.96,22.97,10257
45.14,14.3,33264
37.35,26.38,27375
32.49,34.27,20754
48.79,19.12,36095
44.39,27.05,9566
47.17,25.5,36115
41.91,25.68,5864
41.39,19.92,24747
48.66,17.33,35031
45.83,17.45,16760
50.03,18.68,47907
48.45,34.27,8258
30.51,29.27,20775
38.86,23.62,39207
50.3,13.26,37873
40.84,30.71,5669
63.54,17.04,35336
55.9,22.19,43452
32.18,17.42,37872
45.16,30.52,22257
34.68,17.49,34309
39.31,19.16,23895
40.27,22.95,28762
60.37,9.51,8196
38.12,15.39,46916
48.49,24.38,33225
28.71,18.64,48209
48.34,21.74,23051
37.34,21.5,11849
42.29,23.97,39258
63.6,19.15,36113
67.84,31.39,17884
67.99,17.16,10956
46.62,26.16,16157
43.23,27.14,9331
51.49,25.08,49648
55.95,29.55,24131
42.92,15.88,20329
35.39,28.31,32599
52.2,19.54,42289
50.78,28.89,28616
45.97,27.51,37060
56.24,21.73,17397
47.52,16.02,40169
31.75,14.53,18824
42.65,31.14,38307
34.94,19.91,37112
24.96,27.23,13077
45.93,19.53,39938
51.65,16.34,23000
38.01,30.02,11458
43.39,17.18,11853
41.93,26.78,8203
44.06,20.88,22273
52.47,31.86,5801
67.26,33.48,24733
43.92,15.22,30705
41.73,21.89,35720
40.67,27.37,27580
37.7,28.7,41169
42.78,24.7,24731
55.57,19.97,21184
43.43,22.93,26618
57.12,31.73,28286
34.15,21.35,18934
49.94,16.75,42008
41.22,37.74,28004
50.84,27.23,45088
24.16,22.48,43677
64.18,18.47,27686
41.1,28.12,11668
41.45,15.38,14921
43.09,28.07,24230
46.6,24.18,32105
33.79,18.59,24551
36.57,22.24,40995
63.63,27.13,12086
49.95,32.41,41389
37.32,20.24,35958
54.68,20.54,21304
27.99,14.09,21091
50.87,32.16,5002
47.54,18.38,20037
65.1,11.77,21331
37.18,14.6,11791
42.17,15.09,33583
47.52,30.65,44419
46.47,16.39,33876
46.45,11.67,13959
63.86,17.09,46065
31.86,24.69,35418
45.37,16.28,16340
52.94,19.18,30557
47.17,11.5,49768
40.17,18.68,42408
60.9,17.02,15892
59.25,30.66,10122
46.04,30.51,36759
40.78,14.81,38725
66.68,17.59,6312
58.74,21.57,40645
50.43,22.06,26774
39.82,17.86,23680
44.4,23.45,27684
55.14,36.41,47296
42.17,18.07,46621
57.05,17.47,27369
52.18,26.12,24510
62.07,25.98,32328
35.2,23.27,26605
53.17,23.9,43374
40.65,21.47,20928
55.0,27.88,34047
49.3,18.16,6506
28.46,13.71,9136
36.39,23.6,40457
47.29,18.5,16314
51.78,24.3,21182
67.53,36.84,33067
28.28,19.98,8688
49.6,35.29,27891
53.9,17.74,43379
47.17,19.2,33797
65.98,12.9,20870
38.61,23.9,14472
32.06,22.52,15055
46.03,25.94,9725
41.91,27.76,27671
64.99,22.75,20704
60.3,29.49,40758
35.93,20.18,26686
48.13,16.38,33743
33.49,17.57,18275
28.58,20.98,5909
33.48,18.01,7431
49.63,21.39,37624
45.73,15.65,39675
40.98,28.05,38787
46.49,30.34,45232
51.84,22.01,34256
25.81,27.45,18739
41.29,19.0,6789
46.26,13.9,49135
41.65,23.98,22357
29.85,39.23,26534
46.58,20.92,37872
50.48,33.97,42412
59.55,25.35,27257
55.63,13.25,11475
56.13,22.96,19728
52.76,16.54,41821
58.38,17.23,25921
34.09,29.22,17856
47.74,14.66,40690
38.62,18.64,13221
36.87,34.39,37031
57.69,16.72,17638
45.94,14.48,22570
43.17,22.69,5352
41.19,23.54,26586
56.68,26.36,9477
51.85,23.09,28396
57.94,24.53,43524
48.98,21.26,10192
41.96,16.13,39381
35.87,27.79,23263
42.69,24.19,25140
51.75,13.91,31999
31.74,21.49,14795
44.29,13.07,43460
46.34,14.69,36042
55.78,17.03,24544
44.8,39.99,7648
54.72,17.09,26692
39.89,28.3,29846
59.97,28.24,20321
42.72,22.51,26702
54.81,17.98,6785
35.11,23.79,38092
53.44,20.99,31867
57.2,20.05,46996
35.95,14.47,5364
55.08,31.29,20863
50.7,16.26,15447
43.04,18.21,12928
46.4,30.33,30017
56.76,21.23,15973
58.06,32.65,40774
37.67,15.46,29312
65.43,17.27,47861
38.57,18.43,8747
61.46,24.28,18017
35.69,25.13,9725
40.26,18.44,31325
42.55,14.1,17612
35.78,18.57,40103
40.91,28.71,42361
51.8,17.09,25372
46.18,33.43,5037
33.51,22.33,46420
38.23,32.68,28984
65.83,14.01,5432
35.18,12.23,5256
42.82,14.4,44657
38.47,16.58,42297
41.18,29.51,39743
49.21,23.14,14776
39.22,16.8,7963
46.4,18.74,22360
38.94,18.02,37813
39.92,30.01,13983
67.68,20.35,7421
41.62,23.13,43091
37.96,20.53,35171
37.81,26.22,7108
60.14,24.37,30818
48.61,25.33,9332
33.69,21.24,25284
33.49,14.53,32610
43.85,10.63,12838
56.89,32.06,21766
34.74,12.68,47856
51.32,29.06,31148
57.37,27.08,17931
43.28,20.45,40477
49.18,19.94,35782
38.22,35.18,31020
33.84,34.64,28207
39.37,17.75,30788
35.17,13.32,38793
40.68,22.22,23232
45.89,34.36,20831
49.66,27.13,22288
58.52,32.37,44477
47.76,20.67,14677
51.28,20.2,22824
30.4,23.6,17975
46.31,17.22,17334
56.38,20.26,43736
64.85,14.82,23565
56.78,12.76,10899
39.17,17.14,43773
47.4,23.31,43658
57.12,24.28,49214
43.48,12.11,47321
53.92,15.21,24522
58.7,25.22,19260
36.45,23.26,47676
37.29,22.42,37430
58.64,27.48,22430
43.8,25.33,32115
63.29,7.41,45002
30.39,18.69,14180
57.18,15.6,42251
60.67,26.19,48183
53.24,14.38,30428
63.01,13.7,47718
54.09,25.02,10241
58.14,21.34,19318
40.72,17.0,31355
42.38,16.53,44802
39.05,11.33,9239
53.03,18.14,16109
58.95,16.33,16936
49.95,15.08,28244
57.62,36.18,43985
40.85,28.56,9001
59.76,29.04,25946
58.36,20.87,44159
60.84,26.8,21450
43.11,26.86,45891
63.83,30.59,44220
54.29,13.29,38697
67.15,10.8,44032
60.39,23.33,24203
45.61,19.87,28039
63.11,27.34,5916
52.82,20.33,41087
52.62,35.51,42696
61.61,23.21,7690
41.73,19.37,30103
59.86,14.12,16085
30.22,30.37,16720
41.21,24.77,22094
57.08,21.51,21799
36.77,13.08,41948
50.14,29.8,27024
40.77,23.33,22376
67.68,31.27,28017
60.84,26.7,7576
56.89,18.57,17674
41.16,24.62,27353
45.95,33.47,22118
39.66,10.05,5632
47.86,17.07,15207
50.07,30.25,21226
36.78,13.11,46340
64.82,17.52,48351
53.99,13.95,24937
43.02,16.55,16219
46.94,18.95,15559
37.06,19.74,11618
40.91,16.96,21480
58.15,27.52,40476
59.17,21.89,16179
